Opening,YYYYMM,Count
Scotch Game: Goering Gambit,201301,23.0
English Defense: Eastbourne Gambit,201301,2.0
"Sicilian Defense: French Variation, Normal",201301,26.0
"Lion Defense: Anti-Philidor, Lion's Cave",201301,5.0
Philidor Defense: Nimzowitsch Variation #2,201301,24.0
"King's Indian Defense: Normal Variation, Standard Development",201301,1.0
Ponziani Opening: Ponziani Countergambit,201301,3.0
"King's Gambit Accepted, Kieseritzky Gambit, Kolisch Defense",201301,8.0
"Bird Opening: From's Gambit, Lasker Variation",201301,13.0
Torre Attack,201301,45.0
Sicilian Defense: Quinteros Variation,201301,7.0
Polish Opening: King's Indian Variation,201301,11.0
Caro-Kann Defense: Labahn Attack,201301,3.0
Budapest Defense: Fajarowicz Variation,201301,3.0
"Queen's Gambit Declined: Semi-Tarrasch, 5.cxd5",201301,15.0
Caro-Kann Defense: Karpov Variation,201301,5.0
Trompowsky Attack: Edge Variation,201301,8.0
"Ruy Lopez: Berlin Defense, Closed Wolf Variation",201301,2.0
"Ruy Lopez: Closed Variations, Center Attack",201301,1.0
"King's Gambit Accepted, Blachly Gambit",201301,20.0
French Defense: Perseus Gambit,201301,14.0
"Ruy Lopez: Morphy Defense, Norwegian Variation",201301,10.0
"French Defense: Winawer Variation, Bogoljubov Variation",201301,5.0
Queen's Indian Defense: Miles Variation,201301,2.0
"Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation",201301,8.0
Sicilian Defense: Mongoose Variation,201301,1.0
Sicilian Defense: Polish Gambit,201301,1.0
French Defense: Chigorin Variation,201301,18.0
"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",201301,13.0
King's Indian Defense: Four Pawns Attack,201301,32.0
Nimzowitsch Defense: Wheeler Gambit,201301,1.0
Australian Defense,201301,8.0
English Opening: Mikenas-Carls Variation,201301,7.0
"French Defense: Classical Variation, Normal Variation",201301,9.0
Bird Opening: Lasker Gambit,201301,3.0
St. George Defense: Zilbermints Gambit,201301,1.0
Duras Gambit,201301,79.0
"King's Gambit Accepted, Abbazia Defense",201301,15.0
"Four Knights Game: Double Spanish, with 5.O-O",201301,2.0
"Sicilian Defense: Smith-Morra Gambit Declined, Center Formation",201301,12.0
French Defense: Steinitz Variation #2,201301,8.0
"French Defense: Classical Variation, Delayed Exchange Variation",201301,12.0
Queen's Gambit Declined: Capablanca,201301,5.0
"French Defense: Classical Variation, Swiss Variation",201301,5.0
"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation",201301,32.0
"Latvian Gambit Accepted, Foltys-Leonhardt Variation",201301,1.0
"King's Pawn Game: Clam Variation, King's Gambit Reversed",201301,18.0
"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",201301,7.0
"Scandinavian Defense: Modern Variation, Gipslis Variation",201301,13.0
Sicilian Defense: Boleslavsky Variation,201301,8.0
Englund Gambit Complex: Stockholm Variation,201301,10.0
Semi-Slav Defense: Stoltz Variation,201301,5.0
"Queen's Pawn Game: Veresov Attack, Veresov Variation",201301,1.0
"French Defense: Winawer Variation, Alekhine-Maroczy Gambit",201301,7.0
"King's Indian Defense: Petrosian Variation, Stein Defense",201301,3.0
"King's Gambit Accepted, Lolli Gambit",201301,2.0
Dutch Defense: Semi-Leningrad Variation,201301,2.0
"Ruy Lopez: Morphy Defense, Steinitz Deferred",201301,8.0
Amar Opening,201301,17.0
"King's Gambit Declined, Norwalde Variation",201301,11.0
Alekhine Defense: Modern Variation,201301,3.0
Vienna Game: Omaha Gambit,201301,17.0
"Four Knights Game: Scotch Variation, Belgrade Gambit",201301,4.0
"Scandinavian Defense: Anderssen Counterattack, Collijn Variation",201301,3.0
English Opening: Mikenas-Carls Variation #2,201301,22.0
Bird Opening: Schlechter Gambit,201301,10.0
"French Defense: Alekhine-Chatard Attack, Maroczy Variation",201301,10.0
"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",201301,4.0
"Italian Game: Scotch Gambit, Max Lange Attack",201301,5.0
Englund Gambit Complex: Zilbermints Gambit,201301,1.0
Slav Defense: Breyer Variation,201301,1.0
Bogo-Indian Defense: Vitolins Variation,201301,6.0
"Blackmar-Diemer Gambit: Lemberger Countergambit, Endgame Variation",201301,2.0
Queen's Gambit Accepted: Furman Variation,201301,1.0
"Queen's Indian Defense: Classical Variation, Polugaevsky Gambit",201301,2.0
Sicilian Defense: Brick Variation,201301,10.0
"Italian Game: Scotch Gambit, Max Lange Attack, Spielmann Defense",201301,9.0
"English Opening: Symmetrical Variation, Duchamp Variation",201301,16.0
"English Opening: Symmetrical Variation, Symmetrical Variation",201301,21.0
"English Opening: Anglo-Indian Defense, Queen's Indian Formation",201301,5.0
"Pirc Defense: Austrian Attack, Dragon Formation",201301,1.0
Neo-Gruenfeld Defense: Non- or Delayed Fianchetto,201301,5.0
Ruy Lopez: Fianchetto Defense,201301,7.0
Barnes Opening: Fool's Mate,201301,2.0
"Caro-Kann Defense: Advance Variation, Bronstein Variation",201301,13.0
Benoni Defense: Uhlmann Variation,201301,3.0
"Benoni Defense: Four Pawns Attack, Main Line",201301,1.0
Scotch Game: Steinitz Variation,201301,11.0
"Queen's Gambit Refused: Marshall Defense, Tan Gambit",201301,2.0
"Ruy Lopez: Exchange Variation, Gligoric Variation",201301,25.0
Philidor Defense: Bird Gambit,201301,11.0
"Queen's Gambit Refused: Albin Countergambit, Tartakower Defense",201301,6.0
French Defense: Franco-Hiva Gambit I,201301,41.0
"Ruy Lopez: Exchange Variation, Normal Variation",201301,14.0
Tarrasch Defense: Prague Variation,201301,4.0
Ruy Lopez: Spanish Countergambit,201301,18.0
King's Indian Defense: Semi-Classical Variation,201301,17.0
"Ruy Lopez: Closed, 7...O-O",201301,11.0
Ruy Lopez: Bird's Defense Deferred,201301,10.0
"English Opening: Symmetrical Variation, Botvinnik System",201301,8.0
"Queen's Pawn Game: Veresov Attack, Anti-Veresov",201301,12.0
"Semi-Slav Defense: Stoltz Variation, Shabalov Attack",201301,1.0
"Queen's Pawn Game: Colle System, Gruenfeld Formation",201301,17.0
"Italian Game: Scotch Gambit, de Riviere Defense",201301,11.0
Four Knights Game: Ranken Variation,201301,27.0
"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",201301,4.0
"Sicilian Defense: Najdorf Variation, Opocensky Variation",201301,30.0
King's Indian Defense: Saemisch Variation,201301,2.0
"Philidor Defense: Philidor Countergambit, Zukertort Variation",201301,5.0
"Ruy Lopez: Berlin Defense, Anderssen Variation",201301,9.0
Center Game: Halasz-McDonnell Gambit,201301,5.0
Queen's Gambit Declined: Harrwitz Attack,201301,22.0
"Ruy Lopez: Closed, 8.c3",201301,13.0
"English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense",201301,6.0
"Ruy Lopez: Morphy Defense, Mackenzie Variation",201301,1.0
Semi-Slav Defense: Meran Variation,201301,4.0
"Pirc Defense: Classical Variation, Quiet System, Czech Defense",201301,4.0
Russian Game: French Attack,201301,12.0
"St. George Defense: New St. George, Sanky-George Gambit",201301,2.0
Zukertort Opening: Quiet System,201301,12.0
"Vienna Game: Vienna Gambit, Steinitz Variation",201301,4.0
Crab Opening,201301,1.0
Ruy Lopez: Vinogradov Variation,201301,12.0
"Ruy Lopez: Cozio Defense, Paulsen Variation",201301,6.0
"King's Indian Defense: Four Pawns Attack, Dynamic Attack",201301,7.0
Sicilian Defense: Prins Variation,201301,7.0
"French Defense: Tarrasch Variation, Closed Variation",201301,18.0
French Defense: Franco-Hiva Gambit II,201301,34.0
"King's Gambit Accepted, Kieseritzky Gambit, Cotter Gambit",201301,1.0
"King's Gambit Accepted, Allgaier Gambit",201301,2.0
Polish Opening: Birmingham Gambit,201301,6.0
"King's Gambit Accepted, Hanstein Gambit",201301,13.0
"Scotch Game: Goering Gambit, Bardeleben Variation",201301,4.0
Rubinstein Opening,201301,11.0
"Queen's Gambit Refused: Albin Countergambit, Lasker Trap",201301,3.0
Scotch Game: Blumenfeld Attack,201301,2.0
Scotch Game #3,201301,16.0
"Queen's Gambit Declined: Ragozin Defense, Vienna Variation",201301,14.0
Queen's Pawn Game: Liedmann Gambit,201301,3.0
French Defense: Franco-Hiva Gambit III,201301,19.0
"English Opening: Symmetrical Variation, Botvinnik System Reversed",201301,2.0
"Bird Opening: Dutch Variation, Batavo Gambit",201301,4.0
Caro-Kann Defense: Panov Attack,201301,15.0
Bogo-Indian Defense: Gruenfeld Variation,201301,4.0
"Nimzo-Indian Defense: Normal Variation, Saemisch Deferred",201301,2.0
Bishop's Opening: Calabrese Countergambit,201301,24.0
Bishop's Opening: Stein Gambit,201301,4.0
Nimzo-Indian Defense: Saemisch Variation,201301,11.0
Bishop's Opening: Boden-Kieseritzky Gambit,201301,2.0
"Italian Game: Evans Gambit, Pierce Defense",201301,1.0
Indian Game: Pyrenees Gambit,201301,4.0
"English Opening: King's English Variation, Two Knights Variation, Smyslov System",201301,24.0
"Ruy Lopez: Exchange Variation, King's Bishop Variation",201301,18.0
"King's Gambit Accepted, Gianutio Countergambit",201301,7.0
Center Game: Kieseritzky Variation #2,201301,24.0
English Opening: Neo-Catalan,201301,3.0
Torre Attack: Wagner Gambit,201301,3.0
Vienna Game: Philidor Countergambit,201301,1.0
Italian Game: Evans Gambit,201301,2.0
Ruy Lopez: Alapin Defense,201301,5.0
"Italian Game: Evans Gambit, Main Line",201301,4.0
Grob Opening: Double Grob,201301,1.0
"Sicilian Defense: Alapin Variation, Barmen Defense, Central Exchange",201301,13.0
"Vienna Game: Vienna Gambit, Main Line",201301,9.0
Nimzo-Larsen Attack: Dutch Variation,201301,5.0
Colle System: Traditional Colle,201301,40.0
Semi-Slav Defense: Bogoljubov Variation,201301,7.0
"King's Pawn Game: Clam Variation, Radisch Gambit",201301,2.0
Wade Defense,201301,9.0
"Russian Game: Classical Attack, Closed Variation",201301,3.0
"Italian Game: Giuoco Piano, Greco's Attack",201301,19.0
"Ruy Lopez: Morphy Defense, Bayreuth Variation",201301,3.0
"Caro-Kann Defense: Advance Variation, Bayonet Attack",201301,17.0
Caro-Kann Defense: Maroczy Variation,201301,16.0
Semi-Slav Defense: Romih Variation,201301,3.0
"Queen's Gambit Declined: Modern, Knight Defense #2",201301,9.0
Van Geet Opening: Napoleon Attack,201301,20.0
"Queen's Gambit Declined: Neo-Orthodox Variation, Main Line",201301,22.0
"Four Knights Game: Spanish Variation, Rubinstein Variation",201301,13.0
Rat Defense: Balogh Defense,201301,20.0
Ruy Lopez: Bulgarian Variation,201301,1.0
"Alekhine Defense: Modern Variation, Main Line",201301,10.0
"English Opening: Anglo-Indian Defense, Anglo-Gruenfeld Variation #3",201301,4.0
"Blackmar-Diemer Gambit: Zeller Defense, Soller Attack",201301,2.0
Benko Gambit,201301,18.0
"Sicilian Defense: Richter-Rauzer Variation, Classical Variation",201301,2.0
"Sicilian Defense: Najdorf Variation, Main Line",201301,3.0
"King's Indian Defense: Semi-Classical Variation, Exchange Variation",201301,2.0
"Ruy Lopez: Closed Variations, Keres Defense #2",201301,1.0
Queen's Pawn Game: Steinitz Countergambit,201301,24.0
Zukertort Opening: Vos Gambit,201301,22.0
Queen's Gambit Accepted: Alekhine Defense,201301,1.0
"Italian Game: Two Knights Defense, Lolli Attack",201301,4.0
"Ruy Lopez: Closed Variations, Worrall Attack, Castling Line",201301,1.0
"King's Gambit Accepted, Ghulam-Kassim Gambit",201301,1.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Pin Defense",201301,4.0
"Sicilian Defense: O'Kelly Variation, Maroczy Bind, Paulsen Line",201301,2.0
Polish Opening: Schiffler-Sokolsky Variation,201301,4.0
Bird Opening: Wagner-Zwitersch Gambit,201301,3.0
Trompowsky Attack: Borg Variation,201301,2.0
Nimzo-Indian Defense: St. Petersburg Variation,201301,11.0
"Nimzo-Indian Defense: 4.e3, Ragozin Variation",201301,1.0
Queen's Gambit Declined: Cambridge Springs Variation,201301,13.0
Italian Game: Rousseau Gambit,201301,20.0
Irish Gambit,201301,1.0
Queen's Gambit Declined: Cambridge Springs Defense: Capablanca Variation,201301,6.0
"Alekhine Defense: Modern Variation, Alekhine Gambit",201301,5.0
Queen's Gambit Declined: Miles Variation,201301,1.0
"English Opening: Symmetrical Variation, Two Knights Line",201301,10.0
Bishop's Opening: Kitchener Folly,201301,3.0
"Italian Game: Two Knights Defense, Polerio Defense, Bogoljubov Variation",201301,11.0
"Italian Game: Scotch Gambit, Anderssen Attack",201301,8.0
Lion Defense: Anti-Philidor,201301,1.0
"Ruy Lopez: Closed Variations, Martinez Variation",201301,8.0
"Kangaroo Defense: Keres Defense, Transpositional Variation",201301,12.0
Ruy Lopez: Marshall Attack,201301,11.0
"Sicilian Defense: Najdorf Variation, Zagreb (Fianchetto) Variation",201301,2.0
"Nimzo-Indian Defense: Normal Variation, Taimanov Variation",201301,3.0
Benoni Defense: Cormorant Gambit,201301,8.0
Pirc Defense: Kholmov System,201301,11.0
Old Indian Defense: Janowski Variation,201301,2.0
Hungarian Opening: Myers Defense,201301,6.0
Petrov's Defense #4,201301,9.0
"Sicilian Defense: Richter-Rauzer Variation, Vitolins Variation",201301,3.0
"Sicilian Defense: Kan Variation, Wing Attack",201301,5.0
"Reti Opening: Anglo-Slav Variation, Capablanca Variation",201301,1.0
Dutch Defense: Alapin Variation,201301,2.0
"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation",201301,7.0
Modern Defense: Modern Pterodactyl,201301,2.0
"Caro-Kann Defense: Karpov Variation, Modern Variation, Kasparov Attack",201301,2.0
"Old Indian Defense: Janowski Variation, Fianchetto Variation #2",201301,3.0
"Ruy Lopez: Schliemann Defense, Classical Variation",201301,11.0
"Ruy Lopez: Closed Variations, Averbakh Variation",201301,5.0
"English Opening: Mikenas-Carls, Sicilian",201301,11.0
"Philidor Defense: Nimzowitsch Variation, Rellstab Variation",201301,1.0
"King's Gambit Accepted, Salvio Gambit",201301,6.0
"King's Gambit Accepted, Rosentreter Gambit, Bird Gambit",201301,1.0
Gruenfeld Defense: Makogonov Variation,201301,3.0
"Benoni Defense: Classical Variation, Averbakh-Grivas Attack",201301,4.0
Robatsch Defense,201301,7.0
Philidor Defense: Larsen Variation,201301,12.0
Polish Opening: Zukertort System,201301,1.0
"French Defense: MacCutcheon Variation, Lasker Variation",201301,3.0
"Ruy Lopez: Closed Variations, Delayed Exchange",201301,4.0
Bishop's Opening: Horwitz Gambit,201301,2.0
"Indian Game: Colle System, King's Indian Variation",201301,18.0
"Pterodactyl Defense: Western, Rhamphorhynchus",201301,4.0
Sodium Attack,201301,4.0
"Englund Gambit Declined, Reversed Mokele Mbembe",201301,7.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Kan Formation",201301,4.0
Sicilian Defense: Drazic Variation,201301,6.0
Queen's Gambit Declined: Anti-Tartakower Variation,201301,1.0
Russian Game: Nimzowitsch Attack,201301,4.0
"Queen's Indian Defense: Classical Variation, Tiviakov Defense",201301,2.0
"Queen's Gambit Declined: Orthodox Defense, Rubinstein Variation",201301,2.0
"King's Gambit Accepted, Bishop's Gambit, Cozio Defense",201301,2.0
"Sicilian Defense: Alapin Variation, Sherzer Variation",201301,3.0
"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",201301,20.0
Three Knights Opening: Schlechter Variation,201301,8.0
King's Indian Attack: Yugoslav Variation,201301,6.0
"Ruy Lopez: Open Variations, Open Variation",201301,13.0
"Pirc Defense: Austrian Attack, Kurajica Variation",201301,2.0
Montevideo Defense,201301,9.0
"Englund Gambit Declined, Reversed Krebs",201301,7.0
Semi-Slav Defense: Accelerated Meran Variation,201301,7.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line",201301,10.0
Benoni Defense: Fianchetto Variation,201301,2.0
Bird Opening: Mujannah,201301,3.0
Nimzowitsch Defense: Scandinavian Variation,201301,10.0
"Torre Attack: Classical Defense, Nimzowitsch Variation",201301,3.0
Petrov's Defense #5,201301,7.0
"Latvian Gambit Accepted, Main Line",201301,4.0
"Russian Game: Damiano Variation, Kholmov Gambit",201301,19.0
Slav Defense: Diemer Gambit,201301,4.0
Zukertort Opening: Double Fianchetto Attack,201301,2.0
"Ruy Lopez: Exchange Variation, Alapin Gambit",201301,4.0
Center Game: Charousek Variation,201301,3.0
Caro-Kann Defense: Gurgenidze Counterattack,201301,2.0
Blackmar-Diemer Gambit: Teichmann Variation,201301,20.0
Slav Defense: Bonet Gambit,201301,6.0
"Sicilian Defense: Smith-Morra Gambit Declined, Alapin Formation",201301,2.0
"Nimzo-Indian Defense: Classical Variation, Berlin Variation",201301,11.0
Blackmar-Diemer Gambit: Pietrowsky Defense,201301,11.0
System: Double Duck Formation,201301,12.0
Ponziani Opening: Reti Variation,201301,3.0
Amazon Attack: Siberian Attack,201301,4.0
"Nimzo-Indian Defense: Panov Attack, Main Line",201301,9.0
"Italian Game: Scotch Gambit, Double Gambit Accepted",201301,5.0
"English Opening: Anglo-Scandinavian Defense, Loehn Gambit",201301,6.0
Old Indian Defense: Two Knights Variation,201301,12.0
Dutch Defense: Blackmar's Second Gambit,201301,3.0
Russian Game: Classical Attack,201301,8.0
"King's Gambit Declined, Miles Defense",201301,2.0
"French Defense: Rubinstein Variation, Blackburne Defense",201301,10.0
Tarrasch Defense: Schara Gambit,201301,6.0
King's Indian Defense: Makogonov Variation,201301,8.0
Lion Defense: Lion's Jaw,201301,14.0
"Blackmar-Diemer Gambit: Lemberger Countergambit, Simple Variation",201301,6.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack, Belezky Line",201301,8.0
Indian Game: Omega Gambit,201301,24.0
King's Pawn Game: Pachman Wing Gambit,201301,3.0
"King's Gambit Declined, Petrov's Defense",201301,11.0
"English Opening: Agincourt Defense, Catalan Defense",201301,5.0
Slav Defense: Geller Gambit,201301,2.0
Nimzo-Indian Defense: Ragozin Defense,201301,1.0
"Ruy Lopez: Closed Variations, Flohr System",201301,5.0
Sicilian Defense: Hyperaccelerated Pterodactyl,201301,22.0
Latvian Gambit: Mayet Attack,201301,2.0
"Philidor Defense: Lion Variation, Lion's Claw I",201301,1.0
"Italian Game: Evans Gambit, Harding Variation",201301,6.0
King's Indian Defense: Accelerated Averbakh Variation,201301,5.0
"Italian Game: Two Knights Defense, Ponziani-Steinitz Gambit",201301,5.0
Dutch Defense: Staunton Gambit Accepted,201301,8.0
"English Opening: Symmetrical Variation, Full Symmetry Line",201301,6.0
Zukertort Opening: Speelsmet Gambit,201301,4.0
Sicilian Defense: O'Kelly Variation,201301,10.0
"French Defense: Tarrasch Variation, Pawn Center Variation",201301,1.0
"Italian Game: Classical Variation, Center Attack",201301,16.0
Blackmar-Diemer Gambit: Diemer-Rosenberg Attack,201301,3.0
"Queen's Gambit Declined: 4.Bg5 Be7, 5.e3 O-O",201301,4.0
"Sicilian Defense: Smith-Morra Gambit Declined, Wing Formation",201301,2.0
"Alekhine Defense: Mokele Mbembe, Vavra Defense",201301,12.0
Mikenas Defense: Cannstatter Variation,201301,7.0
"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",201301,13.0
"Semi-Slav Defense: Meran Variation, Wade Variation",201301,5.0
Nimzo-Indian Defense: Romanishin Variation #2,201301,5.0
Old Benoni Defense: Mujannah Formation,201301,4.0
Benoni Defense: Four Pawns Attack,201301,1.0
"French Defense: Alekhine-Chatard Attack, Spielmann Variation",201301,4.0
Grob Opening: Grob Gambit,201301,8.0
French Defense: Pelikan Variation,201301,7.0
"Gruenfeld Defense: Three Knights Variation, Hungarian Attack",201301,5.0
Ruy Lopez: Morphy Defense,201301,12.0
Scotch Game: Modern Defense,201301,4.0
"Caro-Kann Defense: Karpov Variation, Modern Variation",201301,2.0
"Sicilian Defense: Dragon, 6.Be3",201301,10.0
"Philidor Defense: Lion Variation, Lion's Claw II",201301,3.0
Slav Defense: Alapin Variation,201301,6.0
"Latvian Gambit Accepted, Leonhardt Variation",201301,2.0
Sicilian Defense: Buecker Variation,201301,14.0
"King's Gambit Accepted, Bishop's Gambit, Lopez Defense",201301,1.0
"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense, Blockade Line",201301,2.0
"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense",201301,2.0
"Scotch Game: Scotch Gambit, Cochrane-Anderssen Variation",201301,3.0
Philidor Defense: Lion Variation,201301,8.0
"King's Pawn Game: Tayler Opening, Inverted Hanham",201301,1.0
"English Opening: King's English Variation, Nimzowitsch-Flohr Variation",201301,2.0
Van Geet Opening: Liebig Gambit,201301,1.0
"King's Gambit Accepted, Mayet Gambit",201301,2.0
Queen's Indian Defense,201301,20.0
King's Indian Attack: Omega-Delta Gambit,201301,4.0
Italian Game: Jerome Gambit,201301,2.0
Queen's Gambit Accepted: Smyslov Variation,201301,3.0
Dutch Defense: Fianchetto Variation,201301,4.0
Modern Defense: Norwegian Defense,201301,6.0
Dutch Defense: Korchnoi Attack,201301,14.0
"Ruy Lopez: Open, 6.d4 b5",201301,1.0
"French Defense: MacCutcheon Variation, Chigorin Variation",201301,1.0
Gruenfeld Defense: Three Knights Variation #2,201301,5.0
Bird Opening: Horsefly Defense,201301,3.0
"Sicilian Defense: Scheveningen Variation, Modern Variation #3",201301,6.0
Italian Game: Rosentreter Gambit,201301,9.0
Creepy Crawly Formation: Classical Defense,201301,8.0
"Queen's Gambit Declined: Orthodox Defense, Main Line",201301,1.0
"Slav Defense: Exchange Variation, Schallopp Variation",201301,4.0
"Italian Game: Two Knights Defense, Traxler Counterattack",201301,3.0
"Four Knights Game: Scotch Variation, Schmid Defense",201301,1.0
Van Geet Opening: Berlin Gambit,201301,2.0
Sicilian Defense: Gaw-Paw Variation,201301,7.0
"Benko Gambit Accepted, Fully Accepted Variation",201301,1.0
Nimzowitsch-Larsen Attack: Polish Variation,201301,6.0
"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation, Belyavsky Line",201301,3.0
"Neo-Gruenfeld Defense, with 5.Nf3",201301,1.0
"Sicilian Defense: Scheveningen Variation, English Attack",201301,5.0
Budapest Defense: Alekhine Variation,201301,4.0
Russian Game: Modern Attack,201301,16.0
Polish Opening: Myers Variation,201301,3.0
Scotch Game: Potter Variation,201301,4.0
"Dutch Defense: Classical Variation, Blackburne Attack",201301,1.0
"King's Indian Defense: Orthodox Variation, Positional Defense, Closed Line",201301,3.0
"King's Gambit Accepted, Kieseritzky Gambit, Long Whip",201301,2.0
"Bishop's Opening: Berlin Defense, Greco Gambit",201301,1.0
"Ruy Lopez: Morphy Defense, Jaffe Gambit",201301,2.0
Queen's Indian Defense: Fianchetto Traditional,201301,1.0
"Philidor Defense: Hanham, Kmoch Variation",201301,1.0
Neo-Gruenfeld Defense: Ultra-delayed Exchange Variation,201301,4.0
French Defense: Henneberger Variation,201301,1.0
Modern Defense: Improved Maroczy,201301,1.0
French Defense: Alekhine-Chatard Attack,201301,5.0
"Gruenfeld Defense: Exchange Variation, Spassky Variation",201301,6.0
"Caro-Kann Defense: Advance Variation, Tal Variation",201301,6.0
Ruy Lopez: Lucena Variation,201301,2.0
"Italian Game: Two Knights Defense, Steinitz Variation",201301,3.0
Queen's Gambit Declined: Cambridge Springs Defense: Bogoljubov Variation,201301,6.0
"Sicilian Defense: Richter-Rauzer Variation, Modern Variation",201301,2.0
"King's Indian Defense: Orthodox Variation, Bayonet Attack",201301,3.0
"Catalan Opening: Closed, Main Line",201301,3.0
"Pirc Defense: Austrian Attack, Unzicker Attack",201301,4.0
Alekhine Defense: Hunt Variation,201301,4.0
Van Geet Opening: Dunst-Perrenet Gambit,201301,6.0
"King's Gambit Accepted, Bishop's Gambit, Anderssen Defense",201301,3.0
Scotch Game: Paulsen Attack,201301,3.0
"English Opening: Symmetrical Variation, Mecking Variation",201301,2.0
"English Opening: Symmetrical Variation, Double Fianchetto",201301,3.0
"Sicilian Defense: Accelerated Dragon, Maroczy Bind, Gurgenidze Variation",201301,1.0
"Scandinavian Defense: Anderssen Counterattack, Goteborg System",201301,3.0
"Sicilian Defense: Dragon Variation, Yugoslav Attack",201301,11.0
"Italian Game: Two Knights Defense, Kloss Gambit",201301,6.0
Pirc Defense: Roscher Gambit,201301,13.0
Sicilian Defense: Richter-Rauzer Variation,201301,6.0
"King's Gambit Accepted, Breyer Gambit",201301,1.0
"Pterodactyl Defense: Queen Pterodactyl, Quiet Line",201301,2.0
"French Defense: Classical Variation, Tartakower Variation",201301,1.0
Alekhine Defense: Kmoch Variation,201301,2.0
"Sicilian Defense: Sozin Attack, Main Line",201301,6.0
"Sicilian Defense: Najdorf Variation, Amsterdam Variation",201301,2.0
Nimzo-Indian Defense: Kmoch Variation,201301,7.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense",201301,20.0
King's Gambit Accepted: Ghulam-Kassim Gambit #2,201301,1.0
"King's Gambit Accepted, Rosentreter-Testa Gambit",201301,1.0
"French Defense: Tarrasch, Open, 4.exd5 exd5",201301,2.0
Russian Game: Millennium Attack,201301,1.0
"Center Game: Lanc-Arnold Gambit, Schippler Gambit",201301,4.0
"Russian Game: Classical Attack, Chigorin Variation",201301,1.0
Queen's Gambit Accepted: Schwartz Defense,201301,1.0
"Italian Game: Scotch Gambit, Janowski Defense",201301,11.0
Four Knights Game: Nimzowitsch (Paulsen),201301,2.0
"Ruy Lopez: Morphy Defense, Breyer Defense, Zaitsev Hybrid",201301,4.0
Bogo-Indian Defense: Nimzowitsch Variation,201301,9.0
Queen's Pawn Game: Englund Gambit,201301,1.0
Benoni Defense: Weenink Variation,201301,5.0
Polish Opening: Dutch Defense,201301,3.0
Ruy Lopez: Brentano Gambit,201301,1.0
"Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Exchange Variation",201301,5.0
"Italian Game: Classical Variation, Greco Gambit, Moeller-Therkatz Attack",201301,20.0
"French Defense: Winawer Variation, Poisoned Pawn Variation",201301,8.0
"Sicilian Defense: Najdorf Variation, Traditional Line",201301,1.0
"Sicilian Defense: Smith-Morra Gambit Declined, Dubois Variation",201301,1.0
"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",201301,10.0
Sicilian Defense: Sozin Attack,201301,13.0
English Opening: Anglo-Gruenfeld Defense,201301,13.0
Ruy Lopez: Open Variations,201301,5.0
"Alekhine Defense: Modern Variation, Larsen-Haakert Variation",201301,10.0
Queen's Indian Defense: Petrosian Variation,201301,1.0
"Caro-Kann Defense: Panov Attack, Fianchetto Defense",201301,3.0
"Catalan Opening: Open Defense, Tarrasch Defense",201301,4.0
"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",201301,7.0
Italian Game: Evans Gambit Declined,201301,3.0
"English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation",201301,9.0
"Slav Defense: Exchange Variation, Symmetrical Line",201301,4.0
Zukertort Opening: Gruenfeld Reversed,201301,6.0
"Queen's Gambit Refused: Chigorin Defense, Lazard Gambit",201301,1.0
"Queen's Gambit Refused: Albin Countergambit, Fianchetto Variation, Bg4 Line",201301,3.0
"Sicilian Defense: Kan Variation, Modern Variation",201301,10.0
Zukertort Opening: St. George Defense,201301,7.0
"Sicilian Defense: Scheveningen Variation, Modern Variation",201301,3.0
"Queen's Gambit Declined: Lasker Defense, Teichmann Variation",201301,1.0
"Dutch Defense: Leningrad Variation, Matulovic Variation",201301,1.0
"Latvian Gambit Accepted, Bronstein Attack",201301,5.0
"St. George Defense: New St. George, Three Pawn Attack",201301,5.0
Bird Opening: Myers Defense,201301,5.0
"Catalan Opening: Open Defense, Modern Sharp Variation",201301,1.0
Bogo-Indian Defense: Wade-Smyslov Variation,201301,6.0
"French Defense: Rubinstein Variation, Fort Knox Variation",201301,4.0
"Sicilian Defense: Paulsen Variation, Bastrikov Variation",201301,4.0
